time,scop - 1_x,scop - 1_y,scop - 1_z,scop - 2_x,scop - 2_y,scop - 2_z,scop - 3_x,scop - 3_y,scop - 3_z,scop - 4_x,scop - 4_y,scop - 4_z
0,8.35301305417116,148.001169435661,363.209773370785,-176.745664096643,233.755508437373,409.741627615531,-233.227787662434,160.257786587101,487.978396421504,-186.662453370591,90.1604626190601,412.149260001961
0.00833333333333333,10.8575247269114,148.267557354857,355.222452287322,-174.544030005762,233.690795711379,402.195670774104,-230.437269540993,160.319809899103,480.641301003288,-183.782183133443,89.8608547878548,405.1217437033
0.0166666666666667,13.1413779104789,148.771374474311,347.194814659824,-172.252696533323,233.192100955334,394.945511161216,-227.356295380129,160.090131523879,474.096311762839,-181.001446683643,89.567577040333,398.279487848379
0.025,15.9632744104888,149.073595768581,338.606585006229,-169.774961132119,232.991234788535,387.211495371696,-224.097896767157,160.03204652832,466.641498763453,-177.581138817821,89.3874107358632,391.128602971888
0.0333333333333333,18.7245250135394,149.542367449827,330.765504056179,-166.799024732915,232.820881267121,379.091357017314,-220.673547036756,159.565101437833,459.518135740686,-174.443582185842,89.1185050048756,383.449783257265
0.0416666666666667,21.9183320116602,149.691038836532,322.167010660486,-163.821362098737,232.703390221859,371.077636868736,-217.138541192918,159.507953812558,451.951240677144,-170.906721147265,89.1194508778771,376.135137255866
0.05,25.1660648591246,150.41481575622,313.36063528213,-161.037495518778,232.441169654408,363.407747585055,-213.414690406371,159.360911806881,444.60156547999,-167.060912330388,88.8932169634681,368.8984005538
0.0583333333333333,28.6132575768052,151.037440513387,305.109873642505,-157.560504957274,232.292073850276,355.790047305384,-209.366184661796,159.553390395886,436.903834499959,-163.164474464871,88.5632217657993,361.525882056981
0.0666666666666667,32.0176812454986,151.481424244591,296.951487896655,-154.40956028682,232.537400345666,347.945641954593,-205.326124978061,159.527933099943,429.667870016543,-159.25998617315,88.7069091412392,353.898253745113
0.075,35.8081644753576,152.191434682331,288.507458598463,-150.460630356318,232.560018816603,340.123654741298,-201.238575301628,159.085414039741,422.365650982804,-155.051052495339,89.005011454579,346.528029948721
0.0833333333333333,39.5313855252792,152.894571187566,280.47070998317,-146.852418675693,233.058532105132,332.785475616074,-196.603020570938,159.883795113182,414.648052108057,-150.625128419117,89.1285038012768,339.159211352345
0.0916666666666667,43.7438644249365,153.987759161637,272.366754665596,-142.984359214758,233.210534034372,325.288317524955,-192.460844622961,160.404781440341,407.513966596987,-146.444660028933,89.4535232341767,332.205367282024
0.1,47.5638111299205,154.901929859603,265.07174999062,-139.116696593077,233.893969123823,317.903074191678,-188.090885629365,160.562198177686,401.07833770598,-141.871412694206,89.8000542469241,325.312729733183
0.108333333333333,51.553247649024,156.032317686752,257.426118918189,-135.324800641958,234.284482439826,310.90263820611,-183.399364971187,161.01328351214,393.485080551387,-137.290264470655,90.4962752726689,318.510919061139
0.116666666666667,55.7549933079946,157.465037253095,250.454215396991,-131.060000256129,235.082582414348,304.035487070398,-179.168883470366,161.526043077543,386.896700744775,-132.917081956281,91.1127187195571,311.852869615045
0.125,59.7574613956105,158.732370358635,243.414978320766,-127.447922622827,235.431421187422,297.859712837404,-174.2855334023,162.084461750403,380.693326706134,-128.339256926885,91.8853680271384,305.236281846175
0.133333333333333,64.0204393343085,160.016325909264,236.647677482126,-123.179550844644,236.211269322647,291.386998607584,-170.008019384327,162.538058838095,374.790745959927,-123.702829666537,92.8045651317807,298.900560904082
0.141666666666667,68.3517577462482,161.336254748725,230.424324023698,-119.065771818466,237.007244119279,285.429522273051,-165.775103520713,163.161831469363,368.746009476196,-119.458979822071,93.0967799048353,293.162950287549
0.15,72.5062358184272,162.439293521995,223.969486178448,-114.619283114225,238.193657091136,279.415575026767,-160.897178575076,164.176022826917,363.239632874671,-114.847196121437,94.2082258114467,287.461805484686
0.158333333333333,76.9487289946752,163.569003311943,218.057980645588,-110.332195172875,238.504338547367,274.376781665189,-156.507302718616,164.298967177848,357.389452483279,-110.382626034667,94.6540238765947,281.656139171744
0.166666666666667,81.1001942243089,164.253311980395,212.576384807201,-105.969344302972,239.318599652732,269.057113415111,-152.034471153524,164.971020054106,352.613163418463,-105.955646069665,95.4885101504935,275.655073810977
0.175,85.565537540382,165.1734647906,207.129114590566,-101.754398816157,240.022071271763,263.662453476458,-147.677527698937,165.206092417699,347.242144603936,-101.601810590861,96.0933287394059,270.342916614812
0.183333333333333,89.9891253708623,165.672229732923,201.707206773911,-96.9412657463948,240.663916726298,258.638992415041,-143.054895797728,165.935033308248,341.650329972868,-97.0667695720945,96.6711353231843,265.009493806025
0.191666666666667,94.4334137318722,166.634052642375,196.680078343352,-92.4404465090281,241.035058203546,253.944729233661,-138.389728789715,166.284661560338,336.923891028189,-92.5187275096326,97.1999780121351,259.722502802466
0.2,98.9338143965052,167.071217405624,191.874705072738,-88.0839667763055,241.927571792705,249.080816440242,-134.16973605875,166.692962035623,332.236323704241,-88.1094362888936,97.8300072650787,254.715737104644
0.208333333333333,103.432825092336,167.823625069575,186.989667927615,-83.6803262135387,242.225964263094,244.892403124865,-129.712030371532,166.846496923653,327.261127309379,-83.6081146544381,98.2925561599297,249.741487241385
0.216666666666667,107.916410486909,168.493521442743,181.903523492179,-79.0765268924898,242.851084460057,240.355456345309,-125.0855791027,167.198381141091,322.39306963353,-79.0574633553927,98.8455013579859,244.619901279161
0.225,112.453658743997,169.25376424403,177.80785818865,-74.443630141213,243.672990874438,235.501600666507,-120.284504662034,167.844183445932,318.377758483612,-74.3071407917345,99.5763272183424,239.935885598523
0.233333333333333,117.061315647898,170.068759274997,173.429985158558,-70.0552548411403,243.969550859493,231.045281316811,-116.011010325144,168.033234005507,313.705606592209,-69.7342763201853,99.8323001808005,235.885636658829
0.241666666666667,121.814312444166,171.286010152482,168.917757639784,-65.6467397320215,244.578025906992,226.432984500745,-111.286916741317,168.962652722401,308.988415937725,-64.9459740384129,100.72789545983,231.275426860181
0.25,126.596196175308,172.082015779495,164.482100775842,-60.9513757577698,245.352319023513,222.24638354813,-106.634634496255,169.335950150746,304.334319460207,-59.960196172823,101.141358593194,227.111942708316
0.258333333333333,131.676606172283,173.10936131287,160.016508382531,-56.2130853417902,246.07028604563,217.970121010601,-101.666455870542,170.263567395124,300.05934585552,-54.9519463679995,101.952004296336,222.349378386766
0.266666666666667,136.72453507458,174.39824890259,155.588689244179,-51.4059426390988,246.985672813096,213.597882898666,-96.771226372527,170.648990000939,295.876939571712,-49.9622769124753,102.965439181937,217.667541632606
0.275,141.510519562134,175.715343927259,151.330063629831,-46.7178526298172,247.457860593513,209.254184602766,-91.6575048993357,171.429189929895,291.180582652739,-44.946832355629,103.414388113779,213.494371424256
0.283333333333333,146.484065709029,177.050097209757,147.241025178124,-41.6633068577597,248.564543069087,204.857095629375,-86.7256992962185,172.063602471296,286.888706355527,-39.6424393816134,104.523169383277,209.091080790507
0.291666666666667,151.879313464442,178.718303493595,142.779867706886,-36.6239384431268,249.597490343966,200.01299887843,-81.6140469855309,172.779826471649,282.610363111208,-34.3374340374782,105.4940669963,204.587764047932
0.3,157.156243562598,179.881011138131,138.420643500025,-31.6184542104635,250.417664308111,195.707345889097,-76.1402994165795,173.944944748413,277.800372396385,-28.817939926289,106.719225172146,200.133493396981
0.308333333333333,162.530552518138,181.129812813878,133.6758872305,-26.1860792395815,251.740485375567,191.213281057179,-70.8314118219645,174.830386102404,273.257645275983,-23.1059150153224,107.788867315138,195.64101575327
0.316666666666667,168.312242890093,183.032949843022,128.861973006926,-20.6688191379071,252.797668869319,186.89000001609,-64.9482343647282,176.338314395836,268.750136937692,-17.4347288032472,109.015708443188,190.968199997123
0.325,174.164829918035,184.439705499286,124.486717872749,-14.603083064912,254.27323781084,182.512164036891,-59.1724651547227,177.108258183481,264.293250897694,-11.300704492889,110.403188200457,186.169505038796
0.333333333333333,180.362801054559,186.237979966911,120.008642621954,-8.49278511885083,255.862569615031,178.003579277647,-52.8880483904322,178.376580383085,259.517399758791,-5.03756688876388,111.769680560923,181.581992760546
0.341666666666667,186.836126069341,187.922656238879,115.621295519666,-1.93267630287039,256.932332996634,173.606059718522,-46.438533017908,179.536766958231,255.286272896716,1.52623030792534,112.802420923013,176.974672861336
0.35,193.550552721717,189.695448218763,110.970298459053,4.56387055322238,258.562051303161,169.091181614302,-39.667034309231,180.717516469411,250.571189105948,8.32604698263827,114.353072558345,172.249089309452
