frame,time,origin_x,origin_y,origin_z,x_axis_x,x_axis_y,x_axis_z,y_axis_x,y_axis_y,y_axis_z,z_axis_x,z_axis_y,z_axis_z,R00,R01,R02,R10,R11,R12,R20,R21,R22
1180,9.83333333333333,512.412695103241,258.158393818401,547.171475209494,0.9949126538605774,-0.0598157191396489,0.08106103214189622,-0.060767761433197696,-0.9981083551680358,0.00932687054462312,0.08034979999042229,-0.014205318988492557,-0.9966654998312795,0.9949126538605774,-0.060767761433197696,0.08034979999042229,-0.0598157191396489,-0.9981083551680358,-0.014205318988492557,0.08106103214189622,0.00932687054462312,-0.9966654998312795
1181,9.84166666666667,513.715521253734,258.181050510921,551.605505248861,0.9946711638533734,-0.06155228314731658,0.08270787288963474,-0.06256741456137849,-0.9979932514180986,0.009735951881381877,0.08194262891608993,-0.014858888359650126,-0.9965262761227299,0.9946711638533734,-0.06256741456137849,0.08194262891608993,-0.06155228314731658,-0.9979932514180986,-0.014858888359650126,0.08270787288963474,0.009735951881381877,-0.9965262761227299
1182,9.85,515.25937408553,258.644296011394,555.245942659658,0.9945470907631915,-0.06199079595226222,0.08386432776620191,-0.06314854603569141,-0.9979410554148204,0.011221009363366981,0.08299605646083505,-0.016455732580459476,-0.996414002047939,0.9945470907631915,-0.06314854603569141,0.08299605646083505,-0.06199079595226222,-0.9979410554148204,-0.016455732580459476,0.08386432776620191,0.011221009363366981,-0.996414002047939
1183,9.85833333333333,516.447840128969,258.483731892173,558.879879267643,0.9943511679768382,-0.06361391015884595,0.08496484671556692,-0.06495597251478176,-0.9978018418978543,0.013122726085248835,0.08394329263113537,-0.01856757225788631,-0.9962975303004077,0.9943511679768382,-0.06495597251478176,0.08394329263113537,-0.06361391015884595,-0.9978018418978543,-0.01856757225788631,0.08496484671556692,0.013122726085248835,-0.9962975303004077
1184,9.86666666666667,517.51252954026,258.591409117493,562.241644011669,0.9941274027427672,-0.06481287678392732,0.0866602453199336,-0.06613580174610756,-0.9977325858523509,0.012479697743967746,0.085654905541476,-0.018137754308973603,-0.9961597557747994,0.9941274027427672,-0.06613580174610756,0.085654905541476,-0.06481287678392732,-0.9977325858523509,-0.018137754308973603,0.0866602453199336,0.012479697743967746,-0.9961597557747994
1185,9.875,518.710983063407,258.645124944203,564.795311066125,0.9940805004167519,-0.06595459295926023,0.08633626328929545,-0.06743083280922166,-0.9976215768301606,0.014292383620612113,0.08518827077617576,-0.0200295059969597,-0.9961635294527112,0.9940805004167519,-0.06743083280922166,0.08518827077617576,-0.06595459295926023,-0.9976215768301606,-0.0200295059969597,0.08633626328929545,0.014292383620612113,-0.9961635294527112
1186,9.88333333333333,519.725408580701,258.843285499046,567.315399528923,0.9940112527800395,-0.06564337521809711,0.08736461890623935,-0.06730991635455787,-0.9975995259768867,0.016265329109283817,0.08608719130624919,-0.022048425355725647,-0.9960436046842198,0.9940112527800395,-0.06730991635455787,0.08608719130624919,-0.06564337521809711,-0.9975995259768867,-0.022048425355725647,0.08736461890623935,0.016265329109283817,-0.9960436046842198
1187,9.89166666666667,520.668622082993,259.082853632265,569.527942752341,0.9939313203092741,-0.0661561574439495,0.08788568336489559,-0.06791003376221177,-0.9975446325115305,0.017115299058183,0.08653760929606603,-0.022979751514913015,-0.9959835205452118,0.9939313203092741,-0.06791003376221177,0.08653760929606603,-0.0661561574439495,-0.9975446325115305,-0.022979751514913015,0.08788568336489559,0.017115299058183,-0.9959835205452118
1188,9.9,521.418456640127,259.246086071141,571.911473287327,0.9937225842966727,-0.06608121828838058,0.0902701392945943,-0.06797703570096389,-0.9975229094181919,0.018087780493352624,0.08885126941159562,-0.024110532457604937,-0.9957530487769339,0.9937225842966727,-0.06797703570096389,0.08885126941159562,-0.06608121828838058,-0.9975229094181919,-0.024110532457604937,0.0902701392945943,0.018087780493352624,-0.9957530487769339
1189,9.90833333333333,522.219046600084,259.507565430847,573.816122948152,0.993733767064496,-0.06563789227593787,0.09047025640164086,-0.0678667623448686,-0.9974566081495551,0.021781125489974334,0.08881048792024164,-0.027784563274546197,-0.9956609439357413,0.993733767064496,-0.0678667623448686,0.08881048792024164,-0.06563789227593787,-0.9974566081495551,-0.027784563274546197,0.09047025640164086,0.021781125489974334,-0.9956609439357413
1190,9.91666666666667,522.795965669194,259.664181691916,575.575478544895,0.993610572978445,-0.06646193408549969,0.09121864164226966,-0.06869466647268745,-0.9974048271518345,0.02155582455916069,0.08954927170922358,-0.027684329354957807,-0.9955975621929344,0.993610572978445,-0.06869466647268745,0.08954927170922358,-0.06646193408549969,-0.9974048271518345,-0.027684329354957807,0.09121864164226966,0.02155582455916069,-0.9955975621929344
1191,9.925,523.314433245858,260.079565878575,577.328776604503,0.9934959587335611,-0.06563799187659244,0.0930453330505654,-0.06786206616085731,-0.997474924838378,0.02094073291581741,0.09143587893415626,-0.027118782072219936,-0.9954416365123863,0.9934959587335611,-0.06786206616085731,0.09143587893415626,-0.06563799187659244,-0.997474924838378,-0.027118782072219936,0.0930453330505654,0.02094073291581741,-0.9954416365123863
1192,9.93333333333333,523.834450381864,260.344895588975,578.860339320426,0.9934550415636363,-0.06542917747374345,0.0936274699375315,-0.06765508955146825,-0.9974919830146945,0.02079742001294989,0.0920318925676137,-0.02699567662648263,-0.9953900563065223,0.9934550415636363,-0.06765508955146825,0.0920318925676137,-0.06542917747374345,-0.9974919830146945,-0.02699567662648263,0.0936274699375315,0.02079742001294989,-0.9953900563065223
1193,9.94166666666667,524.222572542451,260.640874482051,580.248106779776,0.9934168099367694,-0.0656249137724944,0.09389575297853114,-0.06804018141085978,-0.9974230859904778,0.022753488673375004,0.09216059596503245,-0.028992382199205143,-0.995321991280101,0.9934168099367694,-0.06804018141085978,0.09216059596503245,-0.0656249137724944,-0.9974230859904778,-0.028992382199205143,0.09389575297853114,0.022753488673375004,-0.995321991280101
1194,9.95,524.306920523337,261.121191959898,582.018941091906,0.9932352167225428,-0.06518289299534312,0.09609887992521664,-0.06796320347311796,-0.997350426451359,0.0259447457294203,0.09415310529024054,-0.03230042287726827,-0.9950336051843448,0.9932352167225428,-0.06796320347311796,0.09415310529024054,-0.06518289299534312,-0.997350426451359,-0.03230042287726827,0.09609887992521664,0.0259447457294203,-0.9950336051843448
1195,9.95833333333333,524.390075230284,261.525683616085,583.470815909102,0.9931025672293771,-0.06393469613357207,0.09828349603431952,-0.06685685111994041,-0.9974045099520183,0.026728355461949776,0.09631953291387174,-0.033114923488995425,-0.9947994518603092,0.9931025672293771,-0.06685685111994041,0.09631953291387174,-0.06393469613357207,-0.9974045099520183,-0.033114923488995425,0.09828349603431952,0.026728355461949776,-0.9947994518603092
1196,9.96666666666667,524.482550283819,261.834743278383,584.679115844413,0.9929903055948782,-0.06363374914812382,0.09960421157734335,-0.06674616775927947,-0.9973705385998664,0.02823044141459268,0.09754589732039298,-0.034680754062826814,-0.994626584811402,0.9929903055948782,-0.06674616775927947,0.09754589732039298,-0.06363374914812382,-0.9973705385998664,-0.034680754062826814,0.09960421157734335,0.02823044141459268,-0.994626584811402
1197,9.975,524.46410544124,262.255819936467,585.795106936477,0.9929012527744553,-0.06267514438235394,0.10108871606449654,-0.0658907059509141,-0.9974115078009743,0.028787132116227406,0.09902281104981561,-0.035243586407147136,-0.9944608451361745,0.9929012527744553,-0.0658907059509141,0.09902281104981561,-0.06267514438235394,-0.9974115078009743,-0.035243586407147136,0.10108871606449654,0.028787132116227406,-0.9944608451361745
1198,9.98333333333333,524.338511255757,262.513626872229,587.069547649746,0.9926713026152281,-0.061952147908043875,0.10375748808527618,-0.0655436517058695,-0.9973502671134736,0.03156698290528566,0.1015269160629143,-0.038136282701159784,-0.9941015588240927,0.9926713026152281,-0.0655436517058695,0.1015269160629143,-0.061952147908043875,-0.9973502671134736,-0.038136282701159784,0.10375748808527618,0.03156698290528566,-0.9941015588240927
1199,9.99166666666667,524.240078474741,262.933453172874,588.027218443391,0.9925592066634888,-0.06034938997455239,0.10575524761091104,-0.06428041459564582,-0.9973469654661145,0.03416224194846134,0.10341300482510696,-0.04070603892830549,-0.993805196619443,0.9925592066634888,-0.06428041459564582,0.10341300482510696,-0.06034938997455239,-0.9973469654661145,-0.04070603892830549,0.10575524761091104,0.03416224194846134,-0.993805196619443
1200,10.0,523.928098139971,263.283298361385,588.726335326355,0.9925268925051023,-0.05843118039995159,0.10712686316341725,-0.06276162094558664,-0.9973235922726565,0.03750508275749562,0.10464868174252226,-0.04394825882139593,-0.9935377214560702,0.9925268925051023,-0.06276162094558664,0.10464868174252226,-0.05843118039995159,-0.9973235922726565,-0.04394825882139593,0.10712686316341725,0.03750508275749562,-0.9935377214560702
1201,10.0083333333333,523.62108266497,263.62836618156,589.247563315206,0.9923787963290792,-0.05659933099110578,0.10945702502720944,-0.061255301304318645,-0.9973342656101355,0.03965035563534169,0.10692105806886239,-0.046052995247336366,-0.9932003871174154,0.9923787963290792,-0.061255301304318645,0.10692105806886239,-0.05659933099110578,-0.9973342656101355,-0.046052995247336366,0.10945702502720944,0.03965035563534169,-0.9932003871174154
1202,10.0166666666667,523.157469749076,263.793580908275,589.626203922618,0.9921952937303008,-0.055281379955661056,0.11176971025121181,-0.06036333923196768,-0.9972668103676374,0.042604884883369255,0.1091089656087363,-0.04901915920695284,-0.9928204045316731,0.9921952937303008,-0.06036333923196768,0.1091089656087363,-0.055281379955661056,-0.9972668103676374,-0.04901915920695284,0.11176971025121181,0.042604884883369255,-0.9928204045316731
1203,10.025,522.781607730028,264.237649525114,589.455221528344,0.9922104217627058,-0.052759204920727075,0.11284921462556197,-0.058083463593097066,-0.9973228885738212,0.04442259767054138,0.11020340377004147,-0.050631237619696276,-0.992618601263645,0.9922104217627058,-0.058083463593097066,0.11020340377004147,-0.052759204920727075,-0.9973228885738212,-0.050631237619696276,0.11284921462556197,0.04442259767054138,-0.992618601263645
1204,10.0333333333333,522.198024347937,264.51581484912,589.011755184498,0.9921665611839042,-0.05036685105095485,0.11431839389930701,-0.05598655428415776,-0.9973485704561286,0.0464901575444058,0.11167372389193994,-0.05252627270545233,-0.9923557678916263,0.9921665611839042,-0.05598655428415776,0.11167372389193994,-0.05036685105095485,-0.9973485704561286,-0.05252627270545233,0.11431839389930701,0.0464901575444058,-0.9923557678916263
1205,10.0416666666667,521.588610973434,264.732670134407,588.206195470661,0.9922101645338415,-0.04800528287080475,0.11495426139217851,-0.05396446900502903,-0.9973251059087747,0.04929978913805448,0.11228012059457608,-0.05511919756804695,-0.9921466870270353,0.9922101645338415,-0.05396446900502903,0.11228012059457608,-0.04800528287080475,-0.9973251059087747,-0.05511919756804695,0.11495426139217851,0.04929978913805448,-0.9921466870270353
1206,10.05,520.958612770097,265.057730924747,587.134694952444,0.9920889753042962,-0.0453649297772289,0.11705335632086246,-0.05167014894173916,-0.9973403312817244,0.051404856844453437,0.11441005544972956,-0.05704635610770729,-0.9917943599692542,0.9920889753042962,-0.05167014894173916,0.11441005544972956,-0.0453649297772289,-0.9973403312817244,-0.05704635610770729,0.11705335632086246,0.051404856844453437,-0.9917943599692542
1207,10.0583333333333,520.100444118941,265.240489623817,585.87213017399,0.9919941950222235,-0.04328472624097344,0.11863367783414204,-0.04984645130330122,-0.9973543094667887,0.05291231123748552,0.11602951492908446,-0.05840217343788588,-0.9915272753702,0.9919941950222235,-0.04984645130330122,0.11602951492908446,-0.04328472624097344,-0.9973543094667887,-0.05840217343788588,0.11863367783414204,0.05291231123748552,-0.9915272753702
1208,10.0666666666667,519.282962208242,265.300267388389,584.140894942188,0.9917399576942941,-0.04271589643848609,0.12094299691993766,-0.04998021136161716,-0.9970832071769753,0.057680641795364765,0.11812635093309026,-0.06324895380268068,-0.990982207235881,0.9917399576942941,-0.04998021136161716,0.11812635093309026,-0.04271589643848609,-0.9970832071769753,-0.06324895380268068,0.12094299691993766,0.057680641795364765,-0.990982207235881
1209,10.075,518.343410075867,265.453293177934,582.154392110245,0.9914897133806896,-0.0409176315149449,0.1235876033082819,-0.04859124401104116,-0.9970313625449557,0.059727322953642546,0.12077681592813051,-0.06522430170539541,-0.990534578498553,0.9914897133806896,-0.04859124401104116,0.12077681592813051,-0.0409176315149449,-0.9970313625449557,-0.06522430170539541,0.1235876033082819,0.059727322953642546,-0.990534578498553
1210,10.0833333333333,517.489616764238,265.849387737371,579.592337754286,0.9918061960781603,-0.03807712229351167,0.12194507853461971,-0.04592878537402841,-0.9970041091637152,0.06223626743895467,0.11920996642494305,-0.0673271050061683,-0.9905836889614388,0.9918061960781603,-0.04592878537402841,0.11920996642494305,-0.03807712229351167,-0.9970041091637152,-0.0673271050061683,0.12194507853461971,0.06223626743895467,-0.9905836889614388
1211,10.0916666666667,516.451018861734,266.099838552289,576.976516281391,0.991715348056686,-0.03588554440238812,0.12334056969120137,-0.04407291774491444,-0.9969565680410769,0.06430536028363078,0.1206575581978016,-0.06920859153820269,-0.9902787105189338,0.991715348056686,-0.04407291774491444,0.1206575581978016,-0.03588554440238812,-0.9969565680410769,-0.06920859153820269,0.12334056969120137,0.06430536028363078,-0.9902787105189338
1212,10.1,515.434821440989,266.105681794855,574.163301885745,0.9913035407045808,-0.03621476463221049,0.12651395578826444,-0.04449213362758892,-0.9970070513145389,0.06322491339933262,0.12384563065294675,-0.06830395634018525,-0.9899478922228442,0.9913035407045808,-0.04449213362758892,0.12384563065294675,-0.03621476463221049,-0.9970070513145389,-0.06830395634018525,0.12651395578826444,0.06322491339933262,-0.9899478922228442
1213,10.1083333333333,514.335498239102,266.592557716135,571.002571990793,0.9913176539572134,-0.03410766115774654,0.12698809551731585,-0.04252363963998226,-0.9970330062624457,0.06416326437330695,0.12442286375315235,-0.06900617272112908,-0.9898268025780299,0.9913176539572134,-0.04252363963998226,0.12442286375315235,-0.03410766115774654,-0.9970330062624457,-0.06900617272112908,0.12698809551731585,0.06416326437330695,-0.9898268025780299
1214,10.1166666666667,513.165033889661,266.718945574703,567.93027205387,0.9911479409089655,-0.033097062122829875,0.1285703842677438,-0.04135040279718764,-0.9972152835823248,0.06206305163568801,0.12615824753232782,-0.06683010301249938,-0.9897564518157539,0.9911479409089655,-0.04135040279718764,0.12615824753232782,-0.033097062122829875,-0.9972152835823248,-0.06683010301249938,0.1285703842677438,0.06206305163568801,-0.9897564518157539
1215,10.125,512.155328062472,266.871642578705,564.333792233541,0.9909374278876794,-0.03438563616382583,0.12984853498195148,-0.04259894406209597,-0.9972274632590549,0.06101406794096581,0.12739051760686315,-0.06599253402862604,-0.9896548092523655,0.9909374278876794,-0.04259894406209597,0.12739051760686315,-0.03438563616382583,-0.9972274632590549,-0.06599253402862604,0.12984853498195148,0.06101406794096581,-0.9896548092523655
1216,10.1333333333333,511.115925938594,267.434129581456,560.627133341222,0.991060267286582,-0.03161804468068435,0.12961421934501965,-0.04001353986704,-0.9972306881104845,0.06268868572556262,0.127273183480093,-0.06731458936411783,-0.9895808621965072,0.991060267286582,-0.04001353986704,0.127273183480093,-0.03161804468068435,-0.9972306881104845,-0.06731458936411783,0.12961421934501965,0.06268868572556262,-0.9895808621965072
1217,10.1416666666667,510.053466431862,267.740444124933,556.990813732964,0.9907436968189064,-0.03130008682813278,0.13208796984645563,-0.03956671865155834,-0.997387899905197,0.06043055434007789,0.12985146124998073,-0.0650974783478748,-0.9893942168438183,0.9907436968189064,-0.03956671865155834,0.12985146124998073,-0.03130008682813278,-0.997387899905197,-0.0650974783478748,0.13208796984645563,0.06043055434007789,-0.9893942168438183
1218,10.15,509.102669369861,268.387263573433,553.008152447609,0.99079880204366,-0.02950708256683802,0.132087342115898,-0.038381032405883614,-0.9971371971304578,0.06514834188429619,0.12978686459078587,-0.06961854765224879,-0.9890948526822313,0.99079880204366,-0.038381032405883614,0.12978686459078587,-0.02950708256683802,-0.9971371971304578,-0.06961854765224879,0.132087342115898,0.06514834188429619,-0.9890948526822313
1219,10.1583333333333,508.123998786142,269.235285329368,549.265343450899,0.9907639758787248,-0.025600221301119552,0.1331592008473896,-0.03420838193375679,-0.9974419169700284,0.06276471044009735,0.13121177807825013,-0.06674017486108907,-0.9891052615131796,0.9907639758787248,-0.03420838193375679,0.13121177807825013,-0.025600221301119552,-0.9974419169700284,-0.06674017486108907,0.1331592008473896,0.06276471044009735,-0.9891052615131796
1220,10.1666666666667,507.349832328286,269.862236881228,544.942720343021,0.9908801557713107,-0.024167719889783067,0.13256107352443977,-0.03301013213788442,-0.9973444944178903,0.06491756796555365,0.13064014725520773,-0.06870138841138403,-0.9890466476134915,0.9908801557713107,-0.03301013213788442,0.13064014725520773,-0.024167719889783067,-0.9973444944178903,-0.06870138841138403,0.13256107352443977,0.06491756796555365,-0.9890466476134915
1221,10.175,506.390580961172,270.44175605646,540.987746076031,0.9908457132318549,-0.02206171238464797,0.1331842836700864,-0.031228423242780426,-0.9972550366748923,0.06713551525332288,0.13133757326761727,-0.07068007267410276,-0.9888148305800014,0.9908457132318549,-0.031228423242780426,0.13133757326761727,-0.02206171238464797,-0.9972550366748923,-0.07068007267410276,0.1331842836700864,0.06713551525332288,-0.9888148305800014
1222,10.1833333333333,505.643661148615,271.209162539033,536.783460599247,0.9908632451956104,-0.020449166131281213,0.13331114328877,-0.029963938961545956,-0.9971135612475835,0.0697617971247176,0.13149977825963227,-0.07311892765007409,-0.9886159166921049,0.9908632451956104,-0.029963938961545956,0.13149977825963227,-0.020449166131281213,-0.9971135612475835,-0.07311892765007409,0.13331114328877,0.0697617971247176,-0.9886159166921049
1223,10.1916666666667,504.87453480506,271.565744691248,532.883905487889,0.9910610151370078,-0.019396567610155267,0.13199180823273904,-0.02921795274238653,-0.9969123472141741,0.0728840394700362,0.13017056315906123,-0.07608906055978613,-0.9885676908284946,0.9910610151370078,-0.02921795274238653,0.13017056315906123,-0.019396567610155267,-0.9969123472141741,-0.07608906055978613,0.13199180823273904,0.0728840394700362,-0.9885676908284946
1224,10.2,504.234301040112,272.611467534127,528.733121545518,0.9912149872606052,-0.016813578003122675,0.13118747129467423,-0.026635274701200484,-0.9969412397970697,0.0734760269303751,0.12955080536820163,-0.07632475343304114,-0.9886309325738478,0.9912149872606052,-0.026635274701200484,0.12955080536820163,-0.016813578003122675,-0.9969412397970697,-0.07632475343304114,0.13118747129467423,0.0734760269303751,-0.9886309325738478
1225,10.2083333333333,503.63327457257,273.580093768959,525.193720073988,0.9912259838698545,-0.014444942128781552,0.13138642451994398,-0.024503576040356304,-0.9968623615597468,0.07526623988721003,0.12988696494442106,-0.07782528992827924,-0.988469827857738,0.9912259838698545,-0.024503576040356304,0.12988696494442106,-0.014444942128781552,-0.9968623615597468,-0.07782528992827924,0.13138642451994398,0.07526623988721003,-0.988469827857738
1226,10.2166666666667,503.121191365752,274.267242050007,521.588261184349,0.9915641960470147,-0.013068299731380724,0.128956057088329,-0.02300056444473478,-0.9968550961768547,0.07583463101682074,0.12755947300322767,-0.07816096703831485,-0.988746400286127,0.9915641960470147,-0.02300056444473478,0.12755947300322767,-0.013068299731380724,-0.9968550961768547,-0.07816096703831485,0.128956057088329,0.07583463101682074,-0.988746400286127
1227,10.225,502.504235244102,275.313736411187,518.522310390728,0.991404253875198,-0.011164833892308532,0.1303570170045287,-0.020968730784257775,-0.9970318587262584,0.07407958567756416,0.1291430126931347,-0.07617623756145618,-0.9886957383864469,0.991404253875198,-0.020968730784257775,0.1291430126931347,-0.011164833892308532,-0.9970318587262584,-0.07617623756145618,0.1303570170045287,0.07407958567756416,-0.9886957383864469
1228,10.2333333333333,502.189856475004,276.453511578542,515.536728994118,0.9917186715950803,-0.007725493997998372,0.12819669711882703,-0.017668425323513298,-0.9969049510809284,0.07660512552642565,0.12720810963251053,-0.07823576709420625,-0.9887857511063275,0.9917186715950803,-0.017668425323513298,0.12720810963251053,-0.007725493997998372,-0.9969049510809284,-0.07823576709420625,0.12819669711882703,0.07660512552642565,-0.9887857511063275
1229,10.2416666666667,501.838460228422,277.618478854573,512.968277799927,0.9917924326511577,-0.005769714598529432,0.12772815245414876,-0.015944445379666952,-0.9967644408171438,0.07878086178775581,0.12686033736922492,-0.08017081710908393,-0.9886754244374786,0.9917924326511577,-0.015944445379666952,0.12686033736922492,-0.005769714598529432,-0.9967644408171438,-0.08017081710908393,0.12772815245414876,0.07878086178775581,-0.9886754244374786
1230,10.25,501.581102830668,278.827688659753,510.544110262349,0.9921155120252223,-0.0035644809805718694,0.12527611613659728,-0.013583637460849039,-0.996765103403636,0.07921371996107256,0.12458850505669969,-0.08029086568270483,-0.988954539549548,0.9921155120252223,-0.013583637460849039,0.12458850505669969,-0.0035644809805718694,-0.996765103403636,-0.08029086568270483,0.12527611613659728,0.07921371996107256,-0.988954539549548
1231,10.2583333333333,501.194092729529,279.913730975227,509.014704805908,0.9920873173149529,-0.0009128393150391731,0.12554649157664655,-0.011262832608747416,-0.9965888590143049,0.08175447810483105,0.1250436060918246,-0.08252158998074915,-0.9887134487618754,0.9920873173149529,-0.011262832608747416,0.1250436060918246,-0.0009128393150391731,-0.9965888590143049,-0.08252158998074915,0.12554649157664655,0.08175447810483105,-0.9887134487618754
1232,10.2666666666667,500.978109906953,281.326048002062,507.301099644388,0.9922706665334653,0.002249167709787747,0.12407201772295633,-0.007967791570630836,-0.9966177907520328,0.08178932359436818,0.12383633810283363,-0.08214572661526913,-0.9888966786091103,0.9922706665334653,-0.007967791570630836,0.12383633810283363,0.002249167709787747,-0.9966177907520328,-0.08214572661526913,0.12407201772295633,0.08178932359436818,-0.9888966786091103
1233,10.275,500.699455105708,282.521216987782,506.405108088512,0.9921693829670539,0.004304927502370041,0.12482541048189986,-0.006390882871156504,-0.9963468559925672,0.08515925768731024,0.12473600971212208,-0.08529015273128479,-0.988517333043873,0.9921693829670539,-0.006390882871156504,0.12473600971212208,0.004304927502370041,-0.9963468559925672,-0.08529015273128479,0.12482541048189986,0.08515925768731024,-0.988517333043873
1234,10.2833333333333,500.504282553601,283.541628976899,505.797599344731,0.9922979140273033,0.005081610939538742,0.1237700571516459,-0.005440093492444605,-0.9964065905503271,0.08452403025569916,0.12375481889549189,-0.0845463395903811,-0.9887045368875436,0.9922979140273033,-0.005440093492444605,0.12375481889549189,0.005081610939538742,-0.9964065905503271,-0.0845463395903811,0.1237700571516459,0.08452403025569916,-0.9887045368875436
1235,10.2916666666667,500.37244171087,284.726650847538,505.539753792596,0.9924214007371102,0.00677617522026952,0.12269411888259484,-0.0035636773213520265,-0.9964713077376911,0.08385841078559247,0.12282940837983952,-0.08366012374435085,-0.9888953029174213,0.9924214007371102,-0.0035636773213520265,0.12282940837983952,0.00677617522026952,-0.9964713077376911,-0.08366012374435085,0.12269411888259484,0.08385841078559247,-0.9888953029174213
1236,10.3,500.394052634084,286.390701503027,505.505971368989,0.9926937692644394,0.010162740237085884,0.12023227176774737,7.523897757297053e-05,-0.9964986574710607,0.08360873158630026,0.12066099122191977,-0.08298882074862413,-0.9892187729860855,0.9926937692644394,7.523897757297053e-05,0.12066099122191977,0.010162740237085884,-0.9964986574710607,-0.08298882074862413,0.12023227176774737,0.08360873158630026,-0.9892187729860855
1237,10.3083333333333,500.333309763696,287.779456958383,506.560915097371,0.9926373416241109,0.01131756545901077,0.12059444732449112,0.0011454659981747356,-0.9964577457319373,0.08408715049561942,0.12111893295874712,-0.0833299086937393,-0.9891341316505197,0.9926373416241109,0.0011454659981747356,0.12111893295874712,0.01131756545901077,-0.9964577457319373,-0.0833299086937393,0.12059444732449112,0.08408715049561942,-0.9891341316505197
1238,10.3166666666667,500.353737160537,289.007911114484,507.713394704303,0.992634041783456,0.011998926007818626,0.12055573344847084,0.002110445839506609,-0.996644957468518,0.08181915894785573,0.1211330058695745,-0.08096205609564808,-0.9893290354385476,0.992634041783456,0.002110445839506609,0.1211330058695745,0.011998926007818626,-0.996644957468518,-0.08096205609564808,0.12055573344847084,0.08181915894785573,-0.9893290354385476
1239,10.325,500.279186088688,290.62194534817,509.646005328277,0.992393483794344,0.01405890232302803,0.12230094271098925,0.0044410481153723345,-0.996899441950968,0.07856067546480025,0.12302621840145322,-0.07741995804261506,-0.9893789464520244,0.992393483794344,0.0044410481153723345,0.12302621840145322,0.01405890232302803,-0.996899441950968,-0.07741995804261506,0.12230094271098925,0.07856067546480025,-0.9893789464520244
1240,10.3333333333333,500.359238611462,291.980656635796,511.746101461982,0.9924304631242183,0.013833382365567559,0.12202628157646031,0.004196628298428713,-0.9968753736378595,0.07887888022343469,0.12273615675087109,-0.07776970468444723,-0.9893875423004473,0.9924304631242183,0.004196628298428713,0.12273615675087109,0.013833382365567559,-0.9968753736378595,-0.07776970468444723,0.12202628157646031,0.07887888022343469,-0.9893875423004473
1241,10.3416666666667,500.48374907693,293.691804892193,514.334692912117,0.9922536868249597,0.014907658585005699,0.12333038027099165,0.005775055235682824,-0.997235691709363,0.07407849835122911,0.1240937940402312,-0.07279242334516105,-0.9895968842838176,0.9922536868249597,0.005775055235682824,0.1240937940402312,0.014907658585005699,-0.997235691709363,-0.07279242334516105,0.12333038027099165,0.07407849835122911,-0.9895968842838176
1242,10.35,500.772485854011,295.120378813136,516.954863465181,0.9923786560359384,0.014011131536389897,0.12242667698412191,0.005203417732962849,-0.9973933416188779,0.07196837179083969,0.12311591078410958,-0.07078283893288133,-0.989864769665231,0.9923786560359384,0.005203417732962849,0.12311591078410958,0.014011131536389897,-0.9973933416188779,-0.07078283893288133,0.12242667698412191,0.07196837179083969,-0.989864769665231
1243,10.3583333333333,500.780300901823,296.924253165962,520.595797178113,0.9920201382802137,0.01521521076784714,0.12515807048606764,0.0068429061947146335,-0.9977259035838845,0.06705367963454191,0.1258936848349266,-0.06566215560740778,-0.9898683050990534,0.9920201382802137,0.0068429061947146335,0.1258936848349266,0.01521521076784714,-0.9977259035838845,-0.06566215560740778,0.12515807048606764,0.06705367963454191,-0.9898683050990534
1244,10.3666666666667,500.977278550664,298.829061169741,524.25541127043,0.9919001658675761,0.01728951383352578,0.1258377275036201,0.008770312411935375,-0.9976507478302246,0.06794164388643217,0.12671678094108957,-0.06628769165685311,-0.9897215766884816,0.9919001658675761,0.008770312411935375,0.12671678094108957,0.01728951383352578,-0.9976507478302246,-0.06628769165685311,0.1258377275036201,0.06794164388643217,-0.9897215766884816
1245,10.375,501.393424352459,300.35271280449,527.738801766785,0.9921110376755895,0.015760570298586504,0.12436757353156218,0.007658088348969043,-0.9978323269275144,0.0653605463659971,0.12512810477708275,-0.06389250161236124,-0.990081161134081,0.9921110376755895,0.007658088348969043,0.12512810477708275,0.015760570298586504,-0.9978323269275144,-0.06389250161236124,0.12436757353156218,0.0653605463659971,-0.990081161134081
1246,10.3833333333333,501.612244246122,302.372232923585,532.143643588294,0.9917732383822678,0.017100305051459052,0.12685985651850828,0.009491788113612534,-0.9981327758074059,0.06033960405412903,0.12765480636135776,-0.058639077637270394,-0.9900836878702196,0.9917732383822678,0.009491788113612534,0.12765480636135776,0.017100305051459052,-0.9981327758074059,-0.058639077637270394,0.12685985651850828,0.06033960405412903,-0.9900836878702196
1247,10.3916666666667,502.087486868819,304.097158072764,536.79531482864,0.9913843414022004,0.01636376627983161,0.12995889648525155,0.009028484352121242,-0.9983428763464763,0.056832980904996964,0.1306735401404155,-0.05516999548108821,-0.9898892349681291,0.9913843414022004,0.009028484352121242,0.1306735401404155,0.01636376627983161,-0.9983428763464763,-0.05516999548108821,0.12995889648525155,0.056832980904996964,-0.9898892349681291
1248,10.4,502.519297933293,305.953614067119,541.478791494901,0.991452296340086,0.016301249166097924,0.1294473381634215,0.009807462287464087,-0.9986685415918136,0.05064541162198464,0.13010056789057603,-0.048942959764455174,-0.9902920927302432,0.991452296340086,0.009807462287464087,0.13010056789057603,0.016301249166097924,-0.9986685415918136,-0.048942959764455174,0.1294473381634215,0.05064541162198464,-0.9902920927302432
