frame,time,origin_x,origin_y,origin_z,x_axis_x,x_axis_y,x_axis_z,y_axis_x,y_axis_y,y_axis_z,z_axis_x,z_axis_y,z_axis_z,R00,R01,R02,R10,R11,R12,R20,R21,R22,tip_speed_mm_s,tip_vx_mm_s,tip_vy_mm_s,tip_vz_mm_s,frame_rotation_deg,angular_speed_deg_s,x_axis_change_deg,y_axis_change_deg,z_axis_change_deg
877,7.30833333333333,72.3720768379404,211.337166279959,28.1867569203066,0.9872744589933982,-0.0014960661008161,-0.1590185662289626,-0.0004802337550155,-0.9999792353414876,0.0064263723354772,-0.1590248785405401,-0.006268227187621,-0.9872546770378404,0.9872744589933982,-0.0004802337550155,-0.1590248785405401,-0.0014960661008161,-0.9999792353414876,-0.006268227187621,-0.1590185662289626,0.0064263723354772,-0.9872546770378404,40.63859546147344,-17.702225045695585,-21.941866008246812,29.26911658367879,0.19985187184941997,23.982224621939427,0.1980113418532875,0.10744107958282932,0.1706735106408802
878,7.31666666666667,72.3836621443314,211.226263425179,28.2879028804345,0.9874787948737808,-0.0023450459190637,-0.1577343666873621,-0.0015684071528632,-0.9999860287593352,0.0050480080365755,-0.1577440007532095,-0.0047374091835059,-0.9874686765566792,0.9874787948737808,-0.0015684071528632,-0.1577440007532095,-0.0023450459190637,-0.9999860287593352,-0.0047374091835059,-0.1577343666873621,0.0050480080365755,-0.9874686765566792,18.065547761600218,1.3902367669186637,-13.308342573588657,12.137515215338514,0.12504136213102737,15.004963455711342,0.08897812882283271,0.10061987886708404,0.11501831715128327
879,7.325,72.4360136280396,211.068861547562,28.2840951835573,0.9875024837397972,-0.0036997408290841,-0.1575600092838567,-0.0030320482737943,-0.9999853776234524,0.0044778591477402,-0.1575742723003879,-0.0039441674760623,-0.9874992618994324,0.9875024837397972,-0.0030320482737943,-0.1575742723003879,-0.0036997408290841,-0.9999853776234524,-0.0039441674760623,-0.1575600092838567,0.0044778591477402,-0.9874992618994324,19.910790936136657,6.282178044987269,-18.888225314049414,-0.4569236252641262,0.09052417786968785,10.862901344366632,0.07827031837259844,0.08999844824946465,0.04651117564760717
880,7.33333333333333,72.4714578915312,211.019985776014,28.3079110684226,0.9875985287746584,-0.0046799457105328,-0.1569306983043047,-0.0040782385132265,-0.9999830476726508,0.004156000234204,-0.1569474878192049,-0.0034644588991548,-0.9876008726159452,0.9875985287746584,-0.0040782385132265,-0.1569474878192049,-0.0046799457105328,-0.9999830476726508,-0.0034644588991548,-0.1569306983043047,0.004156000234204,-0.9876008726159452,7.788298820886249,4.253311618993403,-5.865092585760229,2.857906183837084,0.07244547150478041,8.693456580576923,0.06696645616057656,0.06271500666960926,0.045596205829278494
881,7.34166666666667,72.5622020651793,211.043736265377,28.3593823598244,0.9878539886114528,-0.0063776507262465,-0.1552540587413337,-0.0060431267123878,-0.999978290642658,0.002626568660022,-0.1552674396130159,-0.0016564463775782,-0.9878710838876784,0.9878539886114528,-0.0060431267123878,-0.1552674396130159,-0.0063776507262465,-0.999978290642658,-0.0016564463775782,-0.1552540587413337,0.002626568660022,-0.9878710838876784,12.839374546229793,10.889300837763901,2.8500587235555543,6.176554968211066,0.17247386094567438,20.69686331346445,0.13749297991101334,0.1426650230064787,0.1422561849705271
882,7.35,72.5625762208531,210.806861671503,28.312868420543,0.9878787254727156,-0.0090326732350514,-0.1549646236165907,-0.0088263032552115,-0.9999590077029148,0.0020197239042571,-0.1549765147667539,-0.0006274775144745,-0.9879179551676944,0.9878787254727156,-0.0088263032552115,-0.1549765147667539,-0.0090326732350514,-0.9999590077029148,-0.0006274775144745,-0.1549646236165907,0.0020197239042571,-0.9879179551676944,28.967825955477252,0.044898680855589054,-28.42495126489448,-5.581672713770725,0.16403940516307353,19.684728619578333,0.15302943715139739,0.16321464402044836,0.061325522973846414
883,7.35833333333333,72.6630205786663,210.673625927012,28.3537370800667,0.9880513805840084,-0.0109616656614719,-0.1537345478803025,-0.0112495348994266,-0.999936219229378,-0.0010027152155655,-0.1537137511434208,0.0027201763146991,-0.9881116755459554,0.9880513805840084,-0.0112495348994266,-0.1537137511434208,-0.0109616656614719,-0.999936219229378,0.0027201763146991,-0.1537345478803025,-0.0010027152155655,-0.9881116755459554,20.614547081930866,12.05332293758885,-15.988289338922979,4.904239142845767,0.23312605885190357,27.975127062238965,0.13145492693053704,0.2219627547797286,0.20529885689410565
884,7.36666666666667,72.8561021914694,210.520183734782,28.445025598598,0.9880690575567496,-0.01270751605886,-0.1534863398955437,-0.0129029034729782,-0.9999167157331862,-0.0002769103206069,-0.1534700380559136,0.0022540259476028,-0.9881507308028183,0.9880690575567496,-0.0129029034729782,-0.1534700380559136,-0.01270751605886,-0.9999167157331862,0.0022540259476028,-0.1534863398955437,-0.0002769103206069,-0.9881507308028183,31.557629380440005,23.16979353635336,-18.41306306758737,10.9546222237473,0.10446808353099396,12.536170023709298,0.1010408122530888,0.1034629421105866,0.030221422057107948
885,7.375,73.0688093654974,210.315677291898,28.5376487551334,0.9880295256920746,-0.0151210403178601,-0.1535220195945834,-0.0151987882749813,-0.9998842691041332,0.0006672578706566,-0.1535143419868851,0.0016740781939064,-0.9881450016402118,0.9880295256920746,-0.0151987882749813,-0.1535143419868851,-0.0151210403178601,-0.9998842691041332,0.0016740781939064,-0.1535220195945834,0.0006672578706566,-0.9881450016402118,37.112078588325,25.524860883369293,-24.540773146088814,11.114778784252117,0.14226133576595895,17.0713602919215,0.13831844358799358,0.14224589232083334,0.03332699372830652
886,7.38333333333333,73.4287609522089,210.191635111836,28.3071498849667,0.9877492265031376,-0.0166734972099526,-0.15515624393895,-0.0166579125408679,-0.9998602662338588,0.0014006985892172,-0.1551579179166634,0.0012010401936411,-0.9878889502419892,0.9877492265031376,-0.0166579125408679,-0.1551579179166634,-0.0166734972099526,-0.9998602662338588,0.0012010401936411,-0.15515624393895,0.0014006985892172,-0.9878889502419892,53.40759537339842,43.19419040539663,-14.885061607444563,-27.659864420014245,0.1332518539009515,15.990222468120203,0.13014319125601004,0.09357921029044362,0.09908476157471445
887,7.39166666666667,73.885723319002,210.089688303202,28.3469162098449,0.9876726571807584,-0.0182191745722074,-0.155469559513776,-0.0181701480451446,-0.999833401177078,0.0017365513795606,-0.1554752970008986,0.0011097605974971,-0.9878391571778772,0.9876726571807584,-0.0181701480451446,-0.1554752970008986,-0.0182191745722074,-0.999833401177078,0.0011097605974971,-0.155469559513776,0.0017365513795606,-0.9878391571778772,56.385842952967465,54.83548401512748,-12.233617036071605,4.771958985379893,0.09063845447942104,10.876614537521869,0.09046835827224241,0.08876918399099255,0.019135486373860717
888,7.4,74.6502847563933,209.654607485986,28.4015577909342,0.987510448810786,-0.0209923730680455,-0.1561487552383684,-0.0209767780399921,-0.9997784352465582,0.001747912756583,-0.1561508510145903,0.0015494156691208,-0.987732003652055,0.987510448810786,-0.0209767780399921,-0.1561508510145903,-0.0209923730680455,-0.9997784352465582,0.0015494156691208,-0.1561487552383684,0.001747912756583,-0.987732003652055,105.76590681657368,91.74737248699147,-52.20969806594018,6.55698973071841,0.16566177675607124,19.879413210736036,0.16385244490093306,0.160840259111879,0.04658790692294613
889,7.40833333333333,75.4113022528261,209.501201558542,28.3256214630023,0.9871575429971868,-0.0232439486287713,-0.1580496888826428,-0.0233356309091267,-0.9997268729021486,0.0012759025685065,-0.1580361782435596,0.0024286723604369,-0.9874303357284177,0.9871575429971868,-0.0233356309091267,-0.1580361782435596,-0.0232439486287713,-0.9997268729021486,0.0024286723604369,-0.1580496888826428,0.0012759025685065,-0.9874303357284177,93.60364103319499,91.32209957198008,-18.40871129328869,-9.11235935183228,0.17667129495573336,21.200555394698245,0.17004099896611863,0.13786324143812786,0.12043780355440434
890,7.41666666666667,76.3259166663315,209.480345719057,28.1105983754564,0.9867492642092688,-0.0252243244770596,-0.1602798272932142,-0.0252575881832082,-0.9996793010581576,0.0018301024674369,-0.1602745888206674,0.0022424296086767,-0.987069920364214,0.9867492642092688,-0.0252575881832082,-0.1602745888206674,-0.0252243244770596,-0.9996793010581576,0.0022424296086767,-0.1602798272932142,0.0018301024674369,-0.987069920364214,112.7737896958628,109.75372962055948,-2.5027007381973454,-25.80277050548723,0.17303182715318852,20.763819258366095,0.17247937080593942,0.11463912909995755,0.1303409061170025
891,7.425,77.4053659966928,209.559956369975,27.9843426037448,0.9862021568524284,-0.0263842912452237,-0.1634294190013091,-0.0264001826796027,-0.9996493008043762,0.0020750315191525,-0.1634268526714684,0.0022681659571309,-0.9865528466580435,0.9862021568524284,-0.0264001826796027,-0.1634268526714684,-0.0263842912452237,-0.9996493008043762,0.0022681659571309,-0.1634294190013091,0.0020750315191525,-0.9865528466580435,130.76637544589747,129.53391964340472,9.553278110163506,-15.150692605397914,0.19487307494391154,23.384768993278193,0.19484599281264184,0.06697512926986725,0.18303112902407817
892,7.43333333333333,79.0533256947764,209.580022387207,27.975856970668,0.985869958184881,-0.0269436608502269,-0.1653313784147734,-0.0275256986743947,-0.999620339655488,-0.001229820935497,-0.1652354727684933,0.0057633052179207,-0.9862373055466608,0.985869958184881,-0.0275256986743947,-0.1652354727684933,-0.0269436608502269,-0.999620339655488,0.0057633052179207,-0.1653313784147734,-0.001229820935497,-0.9862373055466608,197.77244442130055,197.75516377010774,2.4079220678422617,-1.0182759692161907,0.22852717455444804,27.423260946544094,0.11517308636331469,0.2000409516109932,0.22620364714710303
893,7.44166666666667,81.0788207132444,209.576764180986,27.8293501217794,0.9851962873461791,-0.0279365862936088,-0.1691384715124392,-0.0289350747920311,-0.9995753703442344,-0.0034409951999747,-0.1689705206421642,0.0082840900192134,-0.9855862909996616,0.9851962873461791,-0.0289350747920311,-0.1689705206421642,-0.0279365862936088,-0.9995753703442344,0.0082840900192134,-0.1691384715124392,-0.0034409951999747,-0.9855862909996616,243.69470895397046,243.0594022159657,-0.3909847465203328,-17.580821866618315,0.2673331174781119,32.07997409734789,0.22870787496352954,0.15025984874259307,0.2608612999654696
894,7.45,83.0868735646078,209.78393753062,27.7703463471005,0.984722023099765,-0.0281019825373599,-0.1718511443074386,-0.029346672077728,-0.9995582151949272,-0.0047060890656415,-0.1716429726504073,0.0096774487237789,-0.9851116875389968,0.984722023099765,-0.029346672077728,-0.1716429726504073,-0.0281019825373599,-0.9995582151949272,0.0096774487237789,-0.1718511443074386,-0.0047060890656415,-0.9851116875389968,242.34886082627315,240.966342163699,24.860801956088192,-7.080452961470593,0.17514972361777337,21.01796683414072,0.15806659520015845,0.07623072389211397,0.1748103893183141
895,7.45833333333333,85.6084066842364,209.876070478045,27.9089102221549,0.9843728070628238,-0.0271217631539654,-0.1739959386844324,-0.0283569437030647,-0.9995872010401432,-0.0046164120866009,-0.1737989081066903,0.0094782635620824,-0.984735549302842,0.9843728070628238,-0.0283569437030647,-0.1737989081066903,-0.0271217631539654,-0.9995872010401432,0.0094782635620824,-0.1739959386844324,-0.0046164120866009,-0.984735549302842,303.24210606771754,302.583974355546,11.055953691004177,16.62766500653448,0.1373939597628963,16.487275171553765,0.1365867872569563,0.05696377626823605,0.12591018818506086
896,7.46666666666667,88.3114917920704,209.612453829668,28.4059501855705,0.9842628785471152,-0.0300880195464641,-0.1741301151263578,-0.0310707010810719,-0.9995129253998856,-0.0029195021653122,-0.1739574587319489,0.0082839023614584,-0.984718324960589,0.9842628785471152,-0.0310707010810719,-0.1739574587319489,-0.0300880195464641,-0.9995129253998856,0.0082839023614584,-0.1741301151263578,-0.0029195021653122,-0.984718324960589,331.3219680357814,324.3702129398218,-31.633997805214285,59.6447956098244,0.18357113112093365,22.028535734494508,0.17024437070245327,0.1834315948511286,0.06903924683676045
897,7.475,91.7259618288326,209.465841639223,28.2094607441049,0.9834533813850304,-0.032246122737103,-0.1782684330182254,-0.0328236876316393,-0.9994611153165316,-0.0002906896892824,-0.1781629932747269,0.0061373071178306,-0.983981850080951,0.9834533813850304,-0.0328236876316393,-0.1781629932747269,-0.032246122737103,-0.9994611153165316,0.0061373071178306,-0.1782684330182254,-0.0002906896892824,-0.983981850080951,410.7911971843104,409.73640441166157,-17.593462853409935,-23.57873297588358,0.30117526800376077,36.141032160468754,0.2714055292213517,0.18106109510678328,0.27380447884346976
898,7.48333333333333,95.2241280891521,209.475615336444,28.1936578529657,0.9826528410209192,-0.0331059573065822,-0.1824757233834985,-0.0337104443915328,-0.9994316191562108,-0.0002111154189135,-0.1823650184998254,0.0063587908921029,-0.9832103365028,0.9826528410209192,-0.0337104443915328,-0.1823650184998254,-0.0331059573065822,-0.9994316191562108,0.0063587908921029,-0.1824757233834985,-0.0002111154189135,-0.9832103365028,419.78587298260413,419.779951238499,1.1728436665230089,-1.896346936704564,0.25032544167048465,30.039053000469465,0.2502815993178202,0.05103956444292391,0.24511166730964773
899,7.49166666666667,99.2037601142528,209.787081796533,28.1964325512488,0.9822163011401316,-0.0326598514806584,-0.1848904320830564,-0.0334987125101956,-0.9994377599344196,-0.001414311644766,-0.1847402880661314,0.0075827513826177,-0.9827581227579408,0.9822163011401316,-0.0334987125101956,-0.1847402880661314,-0.0326598514806584,-0.9994377599344196,0.0075827513826177,-0.1848904320830564,-0.001414311644766,-0.9827581227579408,479.0163437529602,477.5558430117038,37.37597521064781,0.33296379397187587,0.15721108049903704,18.86532965986943,0.14289984147383916,0.0699982198935185,0.15527564883352307
900,7.5,103.189280380401,210.077835186283,28.5699404785879,0.9818885196362376,-0.0314645135377966,-0.1868285829159657,-0.0325233001097003,-0.9994675854459216,-0.0026039571566277,-0.1866471804140968,0.0086330777089634,-0.9823890777144962,0.9818885196362376,-0.0325233001097003,-0.1866471804140968,-0.0314645135377966,-0.9994675854459216,0.0086330777089634,-0.1868285829159657,-0.0026039571566277,-0.9823890777144962,481.6235168277194,478.26243193796404,34.89040677001589,44.82095128070864,0.14344500534713278,17.213400641662417,0.13181397472747525,0.08816060881684012,0.12651370060221231
901,7.50833333333333,107.7939892451,210.417247443071,28.5010038253329,0.9813094187628384,-0.0318966229639369,-0.1897746824284961,-0.033574612685168,-0.9994203408561076,-0.0056327316732344,-0.1894850126801089,0.0118990641042962,-0.9818115105472438,0.9813094187628384,-0.033574612685168,-0.1894850126801089,-0.0318966229639369,-0.9994203408561076,0.0118990641042962,-0.1897746824284961,-0.0056327316732344,-0.9818115105472438,554.1258630136099,552.5650637640871,40.729470814574704,-8.27239839060282,0.25150220072103524,30.18026408653559,0.17380168065881085,0.1837129471196691,0.2500983627706273
902,7.51666666666667,112.579306699904,210.601817871861,28.6499151264732,0.9807710780978884,-0.0324130972689019,-0.1924512496507686,-0.033512258269363,-0.9994352837414798,-0.0024580802011485,-0.1922628953084637,0.0088602899514898,-0.9813034568111856,0.9807710780978884,-0.033512258269363,-0.1922628953084637,-0.0324130972689019,-0.9994352837414798,0.0088602899514898,-0.1924512496507686,-0.0024580802011485,-0.9813034568111856,574.9428293777488,574.2380945760232,22.148451454780226,17.869356136821597,0.2397266703158681,28.767200437881282,0.1592015939633963,0.1819313041469265,0.23768374666626257
903,7.525,117.484243768889,211.218252990965,28.7381959908355,0.980741231346422,-0.0324886736269093,-0.192590558499289,-0.0338623253647696,-0.9994191133966556,-0.0038443072631778,-0.1923537887799312,0.0102918347930486,-0.9812716739408094,0.980741231346422,-0.0338623253647696,-0.1923537887799312,-0.0324886736269093,-0.9994191133966556,0.0102918347930486,-0.192590558499289,-0.0038443072631778,-0.9812716739408094,593.3171034247245,588.5924482784225,73.9722142925092,10.593703723480001,0.08232504961710449,9.87900595405626,0.009240366900679756,0.08192363391353083,0.08220682080286512
904,7.53333333333333,122.524860379749,211.73012707414,28.7127654301841,0.980158187818052,-0.0329412838030021,-0.1954604785490977,-0.0343584501708652,-0.9994021070638204,-0.003863327355022,-0.1952163511468452,0.0105023910518489,-0.9807039696193268,0.980158187818052,-0.0343584501708652,-0.1952163511468452,-0.0329412838030021,-0.9994021070638204,0.0105023910518489,-0.1954604785490977,-0.003863327355022,-0.9807039696193268,607.9924979448934,604.8739933034922,61.424889981029885,-3.0516672781695853,0.16991326876762977,20.38959225212542,0.16978551495610966,0.028463422683030686,0.16764172849181347
905,7.54166666666667,127.707306207708,212.986304951412,28.3740597607469,0.9797616386968644,-0.0289691198756693,-0.1980603984436671,-0.0292985670917635,-0.9995699011701232,0.0012675334785988,-0.1980119322273395,0.004561005193928,-0.9801889980647692,0.9797616386968644,-0.0292985670917635,-0.1980119322273395,-0.0289691198756693,-0.9995699011701232,0.004561005193928,-0.1980603984436671,0.0012675334785988,-0.9801889980647692,641.1914439177942,621.8934993545852,150.7413452725194,-40.64468033243165,0.44015753940376573,52.81890472840986,0.27295269085310553,0.41299300832420416,0.37737303986721854
906,7.55,132.767741390602,213.563346261625,28.2607240925708,0.9793355895659442,-0.0290861008478338,-0.200139455747721,-0.0282643029113423,-0.9995762342872818,0.0069628319664493,-0.2002571651413757,-0.0011621469471464,-0.9797426790867146,0.9793355895659442,-0.0282643029113423,-0.2002571651413757,-0.0290861008478338,-0.9995762342872818,-0.0011621469471464,-0.200139455747721,0.0069628319664493,-0.9797426790867146,611.3387708810594,607.2522219475084,69.24495722558497,-13.600280181136958,0.35323866120897446,42.3886393450929,0.12178127811889536,0.3316542870655832,0.3531710278251613
907,7.55833333333333,138.175556741679,214.997844525973,28.0464539869972,0.9791628833259868,-0.0259340618587412,-0.2014136846201047,-0.0247987169867909,-0.9996591729299732,0.0081585300619079,-0.2015566212074143,-0.0029937288569588,-0.9794722895697364,0.9791628833259868,-0.0247987169867909,-0.2015566212074143,-0.0259340618587412,-0.9996591729299732,-0.0029937288569588,-0.2014136846201047,0.0081585300619079,-0.9794722895697364,671.8731718166449,648.937842129485,172.1397917218258,-25.712412668841743,0.2224674995536849,26.69609994645224,0.19504856482296923,0.2101035033391913,0.12959984942351038
908,7.56666666666667,143.125297244245,216.092545228908,28.233781117632,0.9788087119734497,-0.0230714920973199,-0.203472876859005,-0.0209775946762386,-0.9997025263527868,0.0124418377041139,-0.2036994008004833,-0.00790980759939,-0.9790015265857682,0.9788087119734497,-0.0209775946762386,-0.2036994008004833,-0.0230714920973199,-0.9997025263527868,-0.00790980759939,-0.203472876859005,0.0124418377041139,-0.9790015265857682,608.737091533237,593.9688603074458,131.36408435209552,22.479255676157965,0.3496704175037837,41.96045010042065,0.20305699281218395,0.328888105760221,0.3084462420755278
909,7.575,148.48394422113,217.203838546089,27.8627542154828,0.9783781799919848,-0.0228707543571628,-0.2055555046957046,-0.0216575334613177,-0.9997322247694757,0.0081504602230095,-0.2056868691967074,-0.0035224072179798,-0.9786115186770732,0.9783781799919848,-0.0216575334613177,-0.2056868691967074,-0.0228707543571628,-0.9997322247694757,-0.0035224072179798,-0.2055555046957046,0.0081504602230095,-0.9786115186770732,658.2274148000587,643.0376372264436,133.35519806177123,-44.523228257920806,0.2771411178999871,33.25693414801097,0.12239046223462531,0.24895098043607072,0.2768724172339006
910,7.58333333333333,153.355166326523,218.372251375497,28.0155546159739,0.9782801957117976,-0.0213162269542909,-0.2061879655715145,-0.0196652696646383,-0.999756073729681,0.0100533680739289,-0.2063519707856068,-0.0057802689423589,-0.9784607568236194,0.9782801957117976,-0.0196652696646383,-0.2063519707856068,-0.0213162269542909,-0.999756073729681,-0.0057802689423589,-0.2061879655715145,0.0100533680739289,-0.9784607568236194,601.4064472173661,584.5466526473804,140.2095395290126,18.336048058939213,0.1619553393599954,19.434640723206766,0.09632106954083303,0.15785737904748728,0.13513828037084213
911,7.59166666666667,158.096162064064,219.570228404215,28.4873596507683,0.9783972212368436,-0.0195581314219488,-0.2058066008934233,-0.0179681887191037,-0.99979254961926,0.0095917631316926,-0.205951503199607,-0.0056865825503197,-0.9785456765571654,0.9783972212368436,-0.0179681887191037,-0.205951503199607,-0.0195581314219488,-0.99979254961926,-0.0056865825503197,-0.2058066008934233,0.0095917631316926,-0.9785456765571654,589.5260548200819,568.9194885044672,143.75724344604393,56.61660417528295,0.10345729798016699,12.41487575761016,0.10329198801838131,0.10079000463352317,0.024061689276016207
912,7.6,162.857783274764,220.469222700759,28.0842798648109,0.9775419774887816,-0.0203182242268376,-0.2097590332061771,-0.0188104472250343,-0.9997809153243352,0.0091808729666076,-0.209899617251953,-0.0050290274907519,-0.97771000790622,0.9775419774887816,-0.0188104472250343,-0.209899617251953,-0.0203182242268376,-0.9997809153243352,-0.0050290274907519,-0.2097590332061771,0.0091808729666076,-0.97771000790622,583.497462574764,571.3945452842743,107.87931558533256,-48.36957431491164,0.23806256628613637,28.567507954350166,0.23575614096173855,0.053698267843251005,0.23427142588942007
913,7.60833333333333,167.24950330336,221.639023338493,28.3470581300362,0.9776852563922868,-0.0186624263383197,-0.2092444820689784,-0.0177537969846374,-0.9998230415596456,0.0062199886693821,-0.2093235345721463,-0.0023663071621737,-0.9778435756626096,0.9776852563922868,-0.0177537969846374,-0.2093235345721463,-0.0186624263383197,-0.9998230415596456,-0.0023663071621737,-0.2092444820689784,0.0062199886693821,-0.9778435756626096,546.2925470108365,527.00640343172,140.37607652813278,31.533391827047918,0.18277213093216904,21.932655711868545,0.09968410429266321,0.18014150549369518,0.1562799051881623
914,7.61666666666667,171.090729437332,222.964267188223,28.5315703300211,0.9778177990741802,-0.017471345898601,-0.2087273434081356,-0.0157844041418871,-0.9998279280287424,0.0097450972102731,-0.2088616872468762,-0.0062342927620967,-0.9779253188225288,0.9778177990741802,-0.0157844041418871,-0.2088616872468762,-0.017471345898601,-0.9998279280287424,-0.0062342927620967,-0.2087273434081356,0.0097450972102731,-0.9779253188225288,488.1114758401188,460.94713607627153,159.0292619674752,22.141463998170536,0.23340537698140634,28.00864523774647,0.07478521196405885,0.23135681338302505,0.22324274428370508
915,7.625,174.886687057307,224.103577897224,28.412866623212,0.9772460168210684,-0.016476176589309,-0.211468102115553,-0.0145991125618848,-0.9998389788669472,0.0104346658166731,-0.2116059746787918,-0.0071099889801697,-0.9773291971167852,0.9772460168210684,-0.0145991125618848,-0.2116059746787918,-0.016476176589309,-0.9998389788669472,-0.0071099889801697,-0.211468102115553,0.0104346658166731,-0.9773291971167852,475.80285569351514,455.51491439717313,136.71728508017088,-14.244444817097381,0.17827613049160923,21.393135659001164,0.17024717258183683,0.07857136782885593,0.16854432439653946
916,7.63333333333333,178.631021503754,225.218970213903,28.2660834619246,0.9770489201103556,-0.0159518553659074,-0.2124169155730607,-0.014414592587066,-0.9998575223385467,0.0087837659105528,-0.2125267682710499,-0.0055202657008209,-0.9771396519612005,0.9770489201103556,-0.014414592587066,-0.2125267682710499,-0.0159518553659074,-0.9998575223385467,-0.0055202657008209,-0.2124169155730607,0.0087837659105528,-0.9771396519612005,469.1629514284282,449.3201335738091,133.84707800152947,-17.61397935449447,0.11009797680048697,13.211757216063411,0.06312962659997279,0.09518452879603363,0.10581910472707362
917,7.64166666666667,181.42194184024,226.131911339088,28.4379400826662,0.9768576605389736,-0.0169691007310433,-0.2132162298388734,-0.0152880497782896,-0.9998377075517862,0.0095306920821829,-0.213343353728913,-0.0060504692354026,-0.9769585483743572,0.9768576605389736,-0.0152880497782896,-0.213343353728913,-0.0169691007310433,-0.9998377075517862,-0.0060504692354026,-0.2132162298388734,0.0095306920821829,-0.9769585483743572,352.97612992767137,334.9104403780547,109.55293502211283,20.622794488975202,0.08115211701076064,9.738254041283527,0.07492991018683579,0.06585822600114234,0.05674093896630413
918,7.65,184.219087309405,227.090668703202,28.289883820039,0.9764226257161982,-0.017971267986569,-0.2151183151580548,-0.0173711125433455,-0.9998381566568704,0.0046802715731251,-0.2151676101054517,-0.0008330785957502,-0.976576779132886,0.9764226257161982,-0.0173711125433455,-0.2151676101054517,-0.017971267986569,-0.9998381566568704,-0.0008330785957502,-0.2151183151580548,0.0046802715731251,-0.976576779132886,355.27213691457627,335.6574562999267,115.05088369372415,-17.76675151527031,0.3225203917783545,38.702447013417114,0.12567937304197394,0.3024533140137154,0.3174356965426588
919,7.65833333333333,186.702000636617,228.277865502978,28.3674928393885,0.976392977869486,-0.0178083540405312,-0.2152663821722384,-0.0165017145613022,-0.9998328981566814,0.007865696418532,-0.2153704858695694,-0.0041277463558573,-0.9765236891782644,0.976392977869486,-0.0165017145613022,-0.2153704858695694,-0.0178083540405312,-0.9998328981566814,-0.0041277463558573,-0.2152663821722384,0.007865696418532,-0.9765236891782644,330.38852746578755,297.94959926558096,142.4636159731876,9.313082321944345,0.18938395322310028,22.726074386783015,0.012727376248327904,0.18918734845769364,0.18915264803533577
920,7.66666666666667,188.829221871022,229.091916316476,28.6665866486742,0.9764772105729947,-0.0194907116521087,-0.2147379086022716,-0.0187279995391861,-0.9998090111209426,0.0055859927160008,-0.2148057710231349,-0.0014329831322524,-0.9766557363239614,0.9764772105729947,-0.0187279995391861,-0.2148057710231349,-0.0194907116521087,-0.9998090111209426,-0.0014329831322524,-0.2147379086022716,0.0055859927160008,-0.9766557363239614,275.6660417947639,255.26654812840016,97.68609761968222,35.891257114255524,0.18507857041765519,22.209428450100948,0.10115110905499695,0.18257471593567617,0.1579337449033851
921,7.675,190.711695172598,229.93203706664,28.5073277844059,0.9759702634422696,-0.0201023358112762,-0.2169745168708929,-0.0192294678098537,-0.9997962820299198,0.0061336780889582,-0.2170536165194593,-0.0018139829326232,-0.9761579979807284,0.9759702634422696,-0.0192294678098537,-0.2170536165194593,-0.0201023358112762,-0.9997962820299198,-0.0018139829326232,-0.2169745168708929,0.0061336780889582,-0.9761579979807284,248.10916283502107,225.89679618920493,100.8144900197185,-19.11106371220351,0.13816961928249985,16.580354313906227,0.13599148979809117,0.04255313029187848,0.13370576489543054
922,7.68333333333333,192.075063760729,231.261527633373,28.4043826673657,0.9756338357633114,-0.0188167932596807,-0.2185967676000506,-0.0181333047384823,-0.9998224036914036,0.0051326733780456,-0.2186545260748778,-0.0010437280138039,-0.9758017774419168,0.9756338357633114,-0.0181333047384823,-0.2186545260748778,-0.0188167932596807,-0.9998224036914036,-0.0010437280138039,-0.2185967676000506,0.0051326733780456,-0.9758017774419168,228.84842474034252,163.6042305757794,159.53886800802007,-12.35341404482863,0.12737760355765704,15.285312426924598,0.1201505238948335,0.08506574266633843,0.10381606335293779
923,7.69166666666667,193.020011145575,232.069180448453,28.5413209934947,0.9756345320740883,-0.0208794880282502,-0.2184062883807443,-0.0204086800347909,-0.9997819879799243,0.0044116085669394,-0.2184507853128759,0.0001532663972488,-0.9758479548093542,0.9756345320740883,-0.0204086800347909,-0.2184507853128759,-0.0208794880282502,-0.9997819879799243,0.0001532663972488,-0.2184062883807443,0.0044116085669394,-0.9758479548093542,150.07105844872697,113.39368618143183,96.91833780952511,16.43259913546714,0.1371892189525261,16.46270627429003,0.11868657273871919,0.13677863890700542,0.06961940473249807
924,7.7,193.76825198666,233.011607779162,28.4172668145939,0.9753917162799868,-0.0210664744627561,-0.2194702792318172,-0.0202968479324041,-0.9997773986111,0.0057611796041157,-0.2195427925858434,-0.0011648519786052,-0.9756021757578636,0.9753917162799868,-0.0202968479324041,-0.2195427925858434,-0.0210664744627561,-0.9997773986111,-0.0011648519786052,-0.2194702792318172,0.0057611796041157,-0.9756021757578636,145.16642930456564,89.78890093023294,113.09127968512196,-14.886501468101507,0.09965343963259302,11.958412755915665,0.06344068797308303,0.07759020071406438,0.09907903257057601
925,7.70833333333333,194.551349895905,234.110761530782,28.1554901775859,0.9750088297822256,-0.0203334711860281,-0.2212336588230239,-0.0191886713681029,-0.9997890632251868,0.0073228373210679,-0.2213358912102195,-0.002894651072382,-0.9751933368606182,0.9750088297822256,-0.0191886713681029,-0.2213358912102195,-0.0203334711860281,-0.9997890632251868,-0.002894651072382,-0.2212336588230239,0.0073228373210679,-0.9751933368606182,164.96872341454136,93.97174910943377,131.89845019445067,-31.41319644097198,0.15069407857950073,18.083289429546898,0.1115930682989617,0.10971756265842605,0.14465976199927436
